?qid	?target_col	?target_col_guid
Q104640827	+1-404-403-1235	Q104640827-d26b71d6-4a7f-fe41-5357-e5eedf909e45
Q104640827	+1-404-545-2087	Q104640827-1448298c-4764-21a9-49ed-be2391a16d16
Q1077594	+1-202-224-4041	Q1077594-4F8A8C3D-F973-4330-9F15-69186E0E86AD
Q1077819	+1-202-224-4654	Q1077819-B550DA01-0DE1-46D7-B203-E48902715474
Q10853588	+1-202-224-3553	Q10853588-D4350FFC-B1D1-4967-8876-415211D9B6D1
Q1135767	+1-202-224-3224	Q1135767-751E2144-7272-4DAB-A9C4-A615FD5B04CC
Q1135774	+1-202-224-5941	Q1135774-5C17FEFB-7696-4D21-BB75-8F0465341ACA
Q113674667	+1-202-624-2615	Q113674667-b57c15a3-40e7-ea8e-4766-ff0e42dfc96b
Q1282411	+1-202-224-2742	Q1282411-57F5DB48-8A38-4DDB-A81B-FA0667CA7A40
Q130024	+1-202-224-3643	Q130024-276E8DB7-F584-43A2-9AFB-D56B7239A7BB
Q1344707	+1-202-224-4843	Q1344707-67EB7651-539E-46C6-A9F1-F52728222F04
Q13475242	+1-202-224-3254	Q13475242-224F8924-895F-4E4D-9C4C-CE7DA6BD9991
Q1365787	+1-202-224-6521	Q1365787-3427F8EB-2B0D-4FB9-86CA-09E47BFF2B8B
Q1368405	+1-202-224-3753	Q1368405-F9AD9926-E672-41EB-AC07-5E5B3CFEC786
Q1494930	+1-202-224-6221	Q1494930-1C0506C6-B9F1-485A-8F61-FD2A2D073BA9
Q1525924	+1-202-224-5721	Q1525924-5B8E96C0-DB9F-46A5-95DE-9C62D0861ABB
Q1556541	+1-202-224-4521	Q1556541-C358727E-99EB-4A9B-BD47-D039E5FC087E
Q16192221	+1-202-224-4224	Q16192221-69A73E33-452D-4D6A-9055-892F43EB1315
Q16204343	+1-301-589-2355	Q16204343-17088673-4b57-23b2-4c10-89ff35acfa08
Q16476	+1-202-224-6361	Q16476-847C7DFA-C9A6-4926-ABB7-A27BECB90DF9
Q17402717	+1-202-224-3521	Q17402717-C1129078-A574-4813-AFFB-982976B07483
Q18631509	+1-202-224-5641	Q18631509-E36DBCA9-7873-40C8-8E9C-36BEB347AC39
Q20090301	+1-919-715-3009	Q20090301-a8b8096d-426a-b8be-57bd-17413357d9ab
Q2023708	+1-202-224-2823	Q2023708-BC696BC4-400F-4BAF-8F78-F9BEC18E10BE
Q2036942	+1-202-224-5922	Q2036942-9655B9E9-1106-47F0-94FC-A8EE29940D19
Q22212	+1-202-224-5972	Q22212-61DE740E-3106-4445-802C-630851856071
Q22222	+1-202-224-4451	Q22222-65752D25-0E0B-4799-8B20-FC24100AC548
Q22237	+1-202-224-3244	Q22237-5AF2BC4D-B0EF-47DF-85D8-7C056BEC72E2
Q22250	+1-202-224-3441	Q22250-5658C4D3-12C3-4B83-AF7E-FC68C0E369EF
Q22279	+1-202-224-2523	Q22279-E436CB5B-CDA0-4BF2-8CE3-CD0B01F430C5
Q22354	+1-202-224-3324	Q22354-32fae398-46f5-0d50-48e3-7b1db9830e30
Q22360	+1-202-224-6665	Q22360-5DD0B749-48AC-45F5-AF4A-1ED17C87664B
Q23020745	+1-202-224-6154	Q23020745-3E5C2E3B-6596-4AD3-B6E9-90AD945ECCE5
Q230733	+1-202-224-3841	Q230733-314B975D-B2E1-46A0-A8CA-068F6B88629A
Q241092	+1-202-224-4822	Q241092-523A735D-945D-444F-AF51-6D595F0BAA0C
Q25483	+1-202-224-5623	Q25483-447F5648-607E-41B0-B416-B2FA5CBCF827
Q2580649	+1-202-224-6551	Q2580649-9377C68A-C41A-4F1C-9E2B-3AFC18396DE5
Q258825	+1-202-224-2621	Q258825-AB2B0762-115C-4A26-80FF-EF394E7E5CD8
Q270316	+1-202-224-2841	Q270316-71DD6B14-A6DB-42DB-970D-8DF0C40B6135
Q28839536	+1-202-224-3521	Q28839536-ae33efdd-4921-0a98-28f5-eaab36b0013f
Q30122825	+1-202-224-4124	Q30122825-11197181-B97B-4D20-AA5E-74CE14040694
Q3036410	+1-202-224-2854	Q3036410-CD3346B8-C1C8-4816-8638-AC0D6117DC5B
Q3200900	+1-202-224-2651	Q3200900-910DC1F6-A5B3-49CD-8DB1-5B57FC82ED90
Q324546	+1-202-224-3041	Q324546-7C52F551-4423-4BFE-8B55-A02D73D685E9
Q331278	+1-202-224-3154	Q331278-096745C5-D594-457A-BE9F-16DD702CCFAD
Q355522	+1-202-224-2541	Q355522-0511D6D4-ABBC-46CC-AF59-78536779AB50
Q359888	+1-202-224-4024	Q359888-9131DAC9-F1D0-4C89-A59C-6C3F3192E3C1
Q374762	+1-202-224-2551	Q374762-7043FB69-5ADF-46BB-8679-B345CA8713D7
Q380900	+1-202-224-6542	Q380900-45532B5A-8359-41BF-8946-BF7F97FC8B97
Q381880	+1-202-224-2315	Q381880-D350264B-11D2-452B-BBC3-A87118523F82
Q390491	+1-202-224-6253	Q390491-B538BC2C-AFFA-4DA2-B556-0B88000D2FB8
Q3957020	+1-202-224-2043	Q3957020-C298D142-DEBC-4950-B48F-FDF85F18A995
Q40628	+1-202-224-5653	Q40628-1d5b6d55-41c3-db35-a827-0cecbbb348a3
Q419976	+1-202-224-4944	Q419976-dac0a4e5-47dd-1d60-bf84-f318807482b7
Q42804470	+1-202-224-4814	Q42804470-8505B62C-6E97-4D0F-96BC-2F500AF657F9
Q434706	+1-202-224-4543	Q434706-D4E9A37E-872F-4457-A820-953D18ABCB3E
Q434804	+1-202-224-2152	Q434804-4A699E13-E923-4245-BF7F-09424BA68EDA
Q439729	+1-202-224-5274	Q439729-9D8F2D6D-BD34-4B79-9918-02EAAA98FDAB
Q4496	+1-202-224-5251	Q4496-06DA96FE-6D17-4EAB-8DE1-45D464017B06
Q453893	+1-202-224-2023	Q453893-30E5C23F-15C6-4D9A-814D-6389991E4055
Q457432	+1-202-224-2441	Q457432-3BCB6767-A878-4D05-8893-D19710107C07
Q458971	+1-202-224-3344	Q458971-3606722C-636B-4524-8DE4-F548B0C467A8
Q45940	+1-202-224-5754	Q45940-89B0C4D7-765E-4911-A7CE-99E9E53768AB
Q459618	+1-202-224-6472	Q459618-511F13EA-ECDD-4DDF-BBF1-7748C42ED990
Q462981	+1-202-224-2321	Q462981-9901EA4F-5CD5-41EA-9741-A4C1E50E3F7B
Q463557	+1-202-224-4343	Q463557-17AB9142-5217-4E2C-A901-C44DE2FD6B4D
Q47087146	+1-202-225-5034	Q47087146-ffcd5db7-451c-7c70-ea7f-d5b3862842a8
Q472254	+1-202-224-5744	Q472254-D8B46446-F736-4488-96FD-81AB4090E788
Q476853	+1-737-201-6905	Q476853-11db17c8-409c-0b52-d083-dfd9716788f7
Q5039927	+1-540-249-9188	Q5039927-fd0a20b4-4297-5ae0-ea1a-d656210bc899
Q5052604	+1-202-224-3542	Q5052604-BEAD0111-73B3-4888-99FA-D8E03EC44995
Q5218668	+1-202-224-3004	Q5218668-EA9A9D8B-4A8D-401A-8CFB-6B4EA70DF002
Q528979	+1-202-224-3542	Q528979-0FC3C32C-75A4-49E4-A5E4-6899AB4CC7AA
Q529294	+1-202-224-3744	Q529294-CEEB4356-304F-41CA-BA4B-44EC5A909CB7
Q529344	+1-202-224-5244	Q529344-B7D6F014-8D29-4444-8AE9-4C5A4636C1ED
Q529351	+1-202-224-2644	Q529351-441CB538-0147-4395-BEED-F5BEEFDADD06
Q5301695	+1-310-506-4255	Q5301695-915ccca5-4e9f-f40b-c512-a1e4003cfba9
Q538375	+1-202-224-4774	Q538375-5E4705B3-1F7B-459E-994E-FE6A8B4CEA58
Q538868	+1-202-224-3954	Q538868-518472AF-344A-4B9C-9693-5C900D8AA2D1
Q544464	+1-202-224-5344	Q544464-C5406A1C-CDAF-4E7E-994B-EBDDAD53AF13
Q554792	+1-202-224-5852	Q554792-694297EB-74E9-47F3-B616-29EE180F45FD
Q561315	+1-202-224-6121	Q561315-473CAC28-87CA-44A9-A0FD-D6689841DBDD
Q565374	+1-202-224-5521	Q565374-2FC8FC59-2063-4165-ACCA-20C0B2EAE87F
Q57817597	+1-206-685-2928	Q57817597-4075045b-4940-9c25-944d-27423a47b79a
Q59315	+1-202-224-4242	Q59315-8973AFE4-F4B7-4D2F-BF70-3EA0CC3E00D6
Q6204319	+1-864-656-4889	Q6204319-c24eba25-4189-8b9d-4ef7-cfe1a4a06dfe
Q6250211	+1-202-224-4623	Q6250211-38390216-1F61-41BD-A7BF-6F19F0358E5F
Q627098	+1-202-224-5444	Q627098-59CF6AB8-B237-4C8F-87F8-1909E82DD8F5
Q652066	+1-202-224-2921	Q652066-4E9C687B-8B79-4C59-A3B6-31E2791DCA36
Q6767276	+1-503-554-2674	Q6767276-6d28dbcf-4cb2-2035-9c23-fd77a50b7cef
Q6767276	+1-971-998-9536	Q6767276-f380930a-4a2b-d55e-e2a8-bcadd7f83e73
Q6774492	+1-202-224-2235	Q6774492-D42BE150-8117-49EB-AE74-931077AD09A2
Q705472	+1-703-664-0686	Q705472-300f724d-4f4f-9eb7-b6d1-90f294f1da7c
Q719568	+1-202-224-2934	Q719568-B4F5A195-F598-4E1A-9E33-B4299F8669CF
Q720521	+1-202-224-6441	Q720521-516f6661-4608-73c9-0e18-f62ce35be011
Q721871	+1-202-224-2752	Q721871-30DB02C7-5AB4-4A66-BFA9-BCE5F93124C6
Q722503	+1-202-224-5842	Q722503-21FA0949-1870-4072-80E8-DA186BA0F09A
Q723134	+1-202-224-4721	Q723134-3431352D-273E-42D0-A128-28B1959650E4
Q723295	+1-202-224-4524	Q723295-B173DA94-136F-4E77-99B0-0C2AEFDE056A
Q723896	+1-202-224-5054	Q723896-ED607E32-6EA0-405C-BADE-B3BC8D0AA0E8
Q734319	+1-202-224-6142	Q734319-9D1D93DD-ACD0-419B-AE75-B5B6591F5694
Q7786750	+1-202-224-6342	Q7786750-3DF5DABD-E2CD-42E9-A513-7F630EAB3BD4
Q861999	+1-202-224-5824	Q861999-86A206CF-8AAA-4A46-8E32-8413698DF455
