?qid	?target_col	?target_col_guid
Q1000053	<http://www.wikidata.org/entity/Q100265299>	Q1000053-b4150a9e-46b6-1def-a36a-e3c128521e53
Q100276775	<http://www.wikidata.org/entity/Q16882279>	Q100276775-072a3343-4cb5-6952-4618-08b6d6badb7d
Q100308956	<http://www.wikidata.org/entity/Q7938211>	Q100308956-3CB4DF35-49BA-435F-A8BC-2D9DB97BA9C1
Q100348099	<http://www.wikidata.org/entity/Q120401>	Q100348099-9ff104d4-4f1c-5f4d-7eae-efeb9db85238
Q100375929	<http://www.wikidata.org/entity/Q16870436>	Q100375929-F2FBAAA6-6A12-41CD-9691-7F59EBF86F70
Q100417135	<http://www.wikidata.org/entity/Q7963813>	Q100417135-f20e60b9-4da4-2a3a-1d9f-99b2e07aeb04
Q100526292	<http://www.wikidata.org/entity/Q13553585>	Q100526292-4caf56c6-4175-a5bc-9489-925110070d99
Q100605223	<http://www.wikidata.org/entity/Q37555189>	Q100605223-4900761d-4582-4e62-b22a-e7a9b4ee7ca8
Q100706901	<http://www.wikidata.org/entity/Q22673958>	Q100706901-B9A08AA3-FCEE-4C4B-8D10-BF4547A8E506
Q100761425	<http://www.wikidata.org/entity/Q16157389>	Q100761425-2A0E6982-521D-4F27-910F-2C3AC27F80A9
Q100879343	<http://www.wikidata.org/entity/Q2599939>	Q100879343-f793e336-472f-d637-b719-41e3d78a6e6a
Q100963892	<http://www.wikidata.org/entity/Q37540321>	Q100963892-A0B5C4C1-5BA3-4D98-8A40-4A653C897935
Q100987749	<http://www.wikidata.org/entity/Q56244010>	Q100987749-d6dec3e4-4cbc-0434-9680-d031568c578a
Q101008686	<http://www.wikidata.org/entity/Q16875844>	Q101008686-ae92840e-4bfa-3006-8138-834f0dc0f77d
Q101021225	<http://www.wikidata.org/entity/Q106403010>	Q101021225-1c59740e-4a3a-deed-7e50-c8145524fc9f
Q101097022	<http://www.wikidata.org/entity/Q37485027>	Q101097022-eafecd22-4b6a-8ec4-42d2-f5119ae7f98c
Q101111778	<http://www.wikidata.org/entity/Q1158586>	Q101111778-e5d9331f-458b-32e1-e98b-ead40476d605
Q101136890	<http://www.wikidata.org/entity/Q14629485>	Q101136890-5d2e1ff5-4a73-4230-ae22-c50629601273
Q101181655	<http://www.wikidata.org/entity/Q811486>	Q101181655-8bd526e6-408f-baf0-9299-231e0fcc2e20
Q101196462	<http://www.wikidata.org/entity/Q37513728>	Q101196462-A2883990-F8A7-4D25-8B7D-BCD01F787392
Q101196632	<http://www.wikidata.org/entity/Q21504869>	Q101196632-e1a4a8f4-40fd-d93a-4b81-d6f3393f02d4
Q101196971	<http://www.wikidata.org/entity/Q10588869>	Q101196971-beaef375-479d-c415-130d-2c9a39f33132
Q101197341	<http://www.wikidata.org/entity/Q16870535>	Q101197341-275FD2E7-E107-4776-9331-D3A7FBF002A4
Q101198561	<http://www.wikidata.org/entity/Q2696075>	Q101198561-12cd479a-4a72-655a-d6ac-08d58cc0164e
Q101204553	<http://www.wikidata.org/entity/Q1605060>	Q101204553-0087ef13-4fd4-ea50-99fd-f2d1e1ac121e
Q101207829	<http://www.wikidata.org/entity/Q12785963>	Q101207829-0c6d058f-4d52-10f0-672f-0c32813c32f6
Q101251378	<http://www.wikidata.org/entity/Q908629>	Q101251378-87783962-44bc-61c8-18f3-39f34f593ed3
Q101252098	<http://www.wikidata.org/entity/Q36882409>	Q101252098-ed4c7752-4227-9dba-6026-44346f7a4d42
Q101410	<http://www.wikidata.org/entity/Q23773147>	Q101410-47f1de36-49b0-01fc-7be0-2a86e3856c56
Q101423008	<http://www.wikidata.org/entity/Q16744022>	Q101423008-3b45dc25-4bcc-bda7-8977-ce51ad27897d
Q101423348	<http://www.wikidata.org/entity/Q1605060>	Q101423348-380e7399-471c-70cb-b8f7-00c42708c45d
Q101428652	<http://www.wikidata.org/entity/Q16865879>	Q101428652-C671B6E2-7397-4631-B5FB-EC2F13D3E705
Q101486630	<http://www.wikidata.org/entity/Q15240355>	Q101486630-698b2dff-4467-4bfe-a01f-a04aef794ef2
Q101535270	<http://www.wikidata.org/entity/Q2700390>	Q101535270-22508A76-A5C7-4681-9455-3926AD12B020
Q101547	<http://www.wikidata.org/entity/Q21510950>	Q101547-B71CFE16-E227-4983-B3EF-5B5EB2B22E5A
Q101704387	<http://www.wikidata.org/entity/Q101706085>	Q101704387-b8adea2c-4ff4-1860-079b-d2cf650d751e
Q101713828	<http://www.wikidata.org/entity/Q1158612>	Q101713828-4945462f-4299-4dcd-4360-22fb46453c99
Q1018322	<http://www.wikidata.org/entity/Q20997233>	Q1018322-7906DFCC-C5A1-42C8-89F8-EA51D7A6A23A
Q102036550	<http://www.wikidata.org/entity/Q16479544>	Q102036550-6d11191e-4536-8f9c-b402-b8fc72ddee1b
Q102047555	<http://www.wikidata.org/entity/Q945123>	Q102047555-981D0031-7D56-4827-A785-9B6794F451B2
Q102124	<http://www.wikidata.org/entity/Q13832115>	Q102124-AE77FC7B-8605-4910-B250-EDE6190870CD
Q102131357	<http://www.wikidata.org/entity/Q884653>	Q102131357-9f787e5a-4dbb-af21-7929-9b81610c4db0
Q102164874	<http://www.wikidata.org/entity/Q16944475>	Q102164874-5476b65e-4e52-31fd-3b42-db60a532cbd6
Q102184540	<http://www.wikidata.org/entity/Q21511776>	Q102184540-F045C42D-7C62-4B32-B0C6-EC3C4B01EC40
Q102226702	<http://www.wikidata.org/entity/Q83357684>	Q102226702-e19b50b4-4ac7-9cca-3d31-ce9c1847ddd2
Q102251251	<http://www.wikidata.org/entity/Q15789580>	Q102251251-7c477155-4cad-77d0-6e04-080fb9d36027
Q102277679	<http://www.wikidata.org/entity/Q2980412>	Q102277679-5f184346-4224-572c-46b4-46ec83e38ab0
Q102277702	<http://www.wikidata.org/entity/Q1501570>	Q102277702-731273df-4865-0b66-6e89-7c982898dfed
Q102291036	<http://www.wikidata.org/entity/Q2549042>	Q102291036-c3fffc54-4603-f34f-2cf1-5fd9a640d420
Q102454	<http://www.wikidata.org/entity/Q2219079>	Q102454-F8A0578A-DE5F-4F8D-BB6C-1E1959C7239F
Q1026119	<http://www.wikidata.org/entity/Q54274987>	Q1026119-87433331-4155-a232-5616-910858c21f65
Q102633602	<http://www.wikidata.org/entity/Q21491274>	Q102633602-8e7de78e-4bb7-a12b-a437-4cb18dc00213
Q1026532	<http://www.wikidata.org/entity/Q14915269>	Q1026532-B6AD7E4E-C478-4048-9A8C-E1A0DFE6B698
Q1027026	<http://www.wikidata.org/entity/Q1158195>	Q1027026-98759113-443A-491C-B39C-3EC9524DE132
Q1027431	<http://www.wikidata.org/entity/Q21450225>	Q1027431-535A99DA-C03D-45A2-8C5F-DDFC5017084C
Q1027684	<http://www.wikidata.org/entity/Q21504673>	Q1027684-47A05DDD-7EDD-4A51-8C95-EED6BCD5E65E
Q102916453	<http://www.wikidata.org/entity/Q37030444>	Q102916453-9532A2B7-4110-4A18-B4D6-DC3FAD2E8680
Q1029527	<http://www.wikidata.org/entity/Q17038239>	Q1029527-a07633ef-45c3-f459-4eb7-a7b33abdc499
Q102973819	<http://www.wikidata.org/entity/Q56244674>	Q102973819-03a39928-4cf1-a139-254e-7dba524fa9c7
Q1030299	<http://www.wikidata.org/entity/Q27547820>	Q1030299-4a6cc2e5-402e-b96f-b7ba-b96644c69997
Q10321395	<http://www.wikidata.org/entity/Q21510733>	Q10321395-C576DB32-5B22-40B1-AB3E-0D2B2CB72AC5
Q10327963	<http://www.wikidata.org/entity/Q25114803>	Q10327963-A6B4D0B8-9B8F-4169-97D0-B8F982402C02
Q1032918	<http://www.wikidata.org/entity/Q47086506>	Q1032918-592136ed-43cd-23a4-d87c-9ac64476f5c8
Q1033016	<http://www.wikidata.org/entity/Q827140>	Q1033016-48d0607e-4ce6-08ec-f1b5-1870952b7136
Q103646	<http://www.wikidata.org/entity/Q908051>	Q103646-D4B9267B-6A04-4A4A-8EEF-6718CDA4C03A
Q1037241	<http://www.wikidata.org/entity/Q2071244>	Q1037241-5B1DE4A2-6607-4D59-95DC-36442E22DA36
Q10374168	<http://www.wikidata.org/entity/Q21482720>	Q10374168-A0A637F1-7721-416D-AABD-80AADDC5C448
Q1037428	<http://www.wikidata.org/entity/Q2071244>	Q1037428-B93DC7A8-5578-42AB-AF25-42A48AEA2415
Q103782254	<http://www.wikidata.org/entity/Q29825920>	Q103782254-6d4a3db2-4495-4552-4752-6a98bbc058e0
Q103801729	<http://www.wikidata.org/entity/Q2672029>	Q103801729-a29b4281-4ce8-c612-8bcd-39179e7a8505
