?qid	?target_col	?target_col_guid
Q138048	ghpark.korea	Q138048-aefdfc1b-458d-2147-b9bf-45375febfeab
Q1387868	repschrader	Q1387868-21815CC5-B1B7-4DD1-A14A-9634994C6F8A
Q1393271	JohnChambersJC	Q1393271-EF4D4767-C00B-40FF-A5ED-1E7A893079B3
Q1397290	CongressmanJimLangevin	Q1397290-9B4E56BF-7300-4E07-958B-2692AAB5251F
Q1397303	TrentFranks	Q1397303-0C6018CD-83BF-44CC-8165-FF6ACADB1EDA
Q1397331	jefffortenberry	Q1397331-35E4DE00-AA90-4268-A38B-06C1E73720D8
Q1397359	repgregwalden	Q1397359-2D14A22A-8065-4D5A-AA4B-5412C5E39A23
Q1399260	jorge.castanedagutman	Q1399260-E5AA7ECF-92EE-4183-8A34-AAB87266C7FB
Q1400332	MikeEspyMS	Q1400332-9931823d-4b32-597a-ede0-e67987d5c977
Q1401548	genebsperling	Q1401548-1B63DC43-7A34-4A94-B00B-CCBFCE2E69C4
Q1415243	reptomprice	Q1415243-9A9D2B7F-5EF2-4993-B4F9-99A177643B14
Q1431761	191056827594903	Q1431761-7A8A2878-C517-4E9A-A741-1FDEBC553925
Q1435548	RbrtScheer	Q1435548-0ED04964-7CDC-4CB0-8D80-E142CEAF3219
Q1439421	repkenbuck	Q1439421-8AE6D10A-8FC2-49A3-A816-415DEBD916B7
Q1444036	RiggsforAZ	Q1444036-BFCF0618-4E07-41D3-8F88-65AD3E01B342
Q14441	OfficialLiza	Q14441-AFD07E9B-96C3-4346-9BF0-ECBD320E487A
Q1445246	FranklinGraham	Q1445246-C4B21610-7ECB-4A31-BCD9-8B9F97B07DC5
Q1452454	Tina4Oregon	Q1452454-e7808891-45b3-9339-65b6-33398c87f127
Q14596232	MoeDavisforCongress	Q14596232-4E4773A3-ED83-46DE-A9B5-DAB1BAA2DE41
Q1459699	president.ukraine	Q1459699-7eee7699-4bfd-a756-0c33-6981ed33c209
Q1464697	325642654132598	Q1464697-9FBBFCDA-DA18-4D8C-AC33-E0A293664B55
Q14859204	Steinberg.Darrell	Q14859204-AC9889B9-6030-4304-9223-6BDBB8277D0C
Q14946799	gigi.b.sohn	Q14946799-16f8ac6d-4aeb-93be-aa1e-69d6ec57551a
Q1494930	SenGaryPeters	Q1494930-589D9BE0-DCCA-48C4-B92D-6D0F9EABF06D
Q1494930	SenatorGaryPeters	Q1494930-884507C9-CF8F-46F7-8CF6-343EC5FACD9B
Q14957133	cycleanalysis	Q14957133-C3C1CF93-197A-4063-8F6A-B5DFC596793A
Q149748	medea.benjamin	Q149748-49ab2340-4ce0-08a1-2dd9-3835a90b1688
Q15031	习近平-Xi-Jinping	Q15031-cc7ba315-42e4-21d8-cf9a-264e21fe66be
Q150851	GenPowell	Q150851-c0c115de-4a19-66fd-09b2-bbe0115bf6fc
Q15126384	VoteMartyWalsh	Q15126384-3e706ac8-4024-d8cd-fbcf-e69b1b0ba3a4
Q151301	vvfreiberga	Q151301-9fad1133-4022-6f05-3c19-dd86eb218d23
Q1514859	CongressmanGerryConnolly	Q1514859-E0AC8AAE-9388-4044-8D00-E7C90604641B
Q15177638	DrVivekMurthy	Q15177638-1e32d5a6-41e0-c071-821f-e3b17426334b
Q151796	tzipilivni	Q151796-DC5D2429-57BD-45AF-9CDE-6E1EB4315CF2
Q151892	arianagrande	Q151892-0502EBF0-30C6-4A37-B9D0-F802FC9B00A1
Q152019	laurawbush	Q152019-4210838f-4949-2908-ed77-06872c5d9c0f
Q1521384	RepToddRokita	Q1521384-64D5098F-604D-4A3C-B2F7-0BA28B89ABA3
Q152451	jerrybrown	Q152451-4f79d800-4aca-c98f-c476-373597957edd
Q15257	ronpaul	Q15257-E53FC3E9-A43B-4126-90A8-11F3998F24B8
Q1525924	RoyForMissouri	Q1525924-C879D38B-65D3-445B-9166-F408B0E86FF3
Q1525924	SenatorBlunt	Q1525924-BFCAD292-A169-4EE4-9158-60864789F771
Q1531120	CongressmanGT	Q1531120-FDBBD530-3B6E-4811-A8FA-6B823478ACB6
Q153330	hrhthedukeofyork	Q153330-b86544a0-48f5-0a03-99eb-88e6b36a46a7
Q153454	Dianeabbott	Q153454-E5A43ADB-35A4-4B7C-9DD6-550D9E87C87B
Q153730	53500245779	Q153730-47772053-3D41-4DDE-A28A-D5C2FFA7AF92
Q15429497	katharine.hayhoe	Q15429497-8BD2ACAB-980B-4599-B68A-C8484DD4CB23
Q1544916	ggutfeld	Q1544916-2f9ebf56-4b85-5fda-a7ca-808d5b9b18e1
Q1545	cyndilauper	Q1545-6030c7f6-4ea9-67ae-1c1a-e648faefc452
Q1545	officialcyndilauper	Q1545-1FEBA357-C157-4757-B740-E4A5DF896A46
Q1545023	GreggHarper	Q1545023-B28E7D0A-47E0-4D3B-9AB7-4022CEFD5FEB
Q15452495	112587992089658	Q15452495-660029BE-361C-4D46-8238-DC6D30DB7929
Q1545391	gregorymeeksny05	Q1545391-62812283-5A93-4203-B5B7-6BF0FF91BB38
Q15457884	joanmwalsh	Q15457884-C6A0BE74-3A75-4C23-BE16-C9CBC6DB7CEF
Q15459128	MollyJongFast	Q15459128-876C7919-C844-4B51-B9D6-C93666C960C5
Q15486435	Malcolmnance	Q15486435-eabf2d75-4d73-0ce3-6a85-11c32f721953
Q15502690	DavidAKesslerAuthor	Q15502690-9b458f12-45ed-e6b0-1189-f9718ad57244
Q15505606	SenatorJohnFlanagan	Q15505606-ecbcd18c-4902-a93d-0da9-80e287a67245
Q155125	ScottBrownNH	Q155125-99B050E9-5E44-47AF-855A-94F4BAEBD949
Q15520833	hughhewittshow	Q15520833-A61DD727-F36E-493F-85B2-78DB92DD5BB4
Q15529972	davidbossie	Q15529972-0FB81FE5-FB11-4F24-822E-558C3D27FA1A
Q1555314	GusBilirakis	Q1555314-828CF0BC-B598-4014-99E5-4CC6921E0B94
Q1556541	SenatorSinema	Q1556541-8241E55F-B79A-4316-AED7-6A02FC4B8A66
Q155985	RickSantorum	Q155985-BEDF2D45-7627-4EE1-87D2-0D1CDC368637
Q1562058	nytimesdowd	Q1562058-1289C204-0511-41D9-84E0-0791CFB170D7
Q15699836	MayorMikeDuggan	Q15699836-2b6d1b82-4146-bf23-6f33-2d8e67809b35
Q157	francoishollande.fr	Q157-8e8ce5e4-4d6c-8e7d-7852-6e1909417893
Q1582038	hans.riemer	Q1582038-6c849844-4fec-b71e-c590-d580d0392d6a
Q1586830	CongressmanHarryTeague	Q1586830-8B16188A-6173-4640-AF3D-491AAE743966
Q158813	mikehuckabee	Q158813-176780D7-CC63-47D6-88A7-66F49C7BC6AB
Q15935	kanyewest	Q15935-c1322261-4e9c-0f2d-f6da-1f91a43af8b3
Q15962381	marc.porat	Q15962381-2a4efb4b-4871-a05d-b890-86327fcb273a
Q15963996	repdavidjolly	Q15963996-0FB183D6-D73D-4DBD-B1F0-579403F09740
Q15964601	javierformayor	Q15964601-be840c03-4a46-7ed2-18d5-b01118c2476d
Q159720	thomastancredo	Q159720-2097a1a4-45ba-43a0-0484-679b7cd71e67
Q15972549	BruceRauner	Q15972549-02ffa2ef-49b2-0211-292a-3c83330a6141
Q15994872	amanalistatus	Q15994872-6CC25D50-052E-4E03-A30E-EB3B41E10AA7
Q15999879	stephanie.kelton.90	Q15999879-4073B310-139F-4F7E-9FBE-45796671D004
Q160181	timpawlenty	Q160181-4B41A9C9-2505-477C-88E6-B24FDC56574B
Q16019	teamschaeuble	Q16019-259BF42F-8A82-4A69-A48F-E41CDA0E7ADB
Q160456	AngelaDavis26	Q160456-63424007-7FCA-4371-9C97-3A906D79B1E7
Q16106255	robinficker	Q16106255-7edb216f-4458-38af-ab50-0ef896b7b6d0
Q16106705	countyexecleggett	Q16106705-7f086c96-49ab-8781-efa7-226fc66c7afa
Q16146788	RepJimBanks	Q16146788-96B1C0DB-5F6C-4467-98F4-647AB1A9239E
Q16149535	binyamin.appelbaum	Q16149535-4e2cba1b-4b34-63ec-ad56-f683e43b8b64
Q16151874	bnnapoleon	Q16151874-01454EF6-8415-498D-9E7B-73AFB95FADCD
Q161819	julieandrews	Q161819-a86815d4-49c1-9017-44d1-e67047d0f8ab
Q161819	julieandrewsonline	Q161819-18c24204-da26-43f0-a0ae-4dcf9a2483ea
Q16185594	GovSisolak	Q16185594-4cc53560-47e4-c72f-000f-70aa2f578cd9
Q16185594	SteveSisolak	Q16185594-415ABE4E-4D93-4071-A326-A66C282EEB4C
Q16187016	MilwaukeeCountySheriffDavidAClarkeJr	Q16187016-5349c367-4926-6b19-42d2-eb5501802c97
Q16189291	RepCresentHardy	Q16189291-1817917B-5363-4626-A795-1AC7A68A017B
Q16189318	GovernorIge	Q16189318-505229AA-08D2-4011-B4EF-BCF6330153AF
Q16189531	officialtomsteyer	Q16189531-07891b12-4cbb-c1af-12f4-3828fb59ffbf
Q16190632	mikekanemp	Q16190632-832CA684-7916-4AFD-8B25-0E7B1874E068
Q16192221	SenatorSasse	Q16192221-9BD2119A-A3CB-448D-9874-764A42F1AE85
Q16192996	Johnyang2020	Q16192996-81C779BB-A9E2-442C-BBC6-19151DFE103F
Q16194037	RepresentativeJimDurkin	Q16194037-c86667e6-4c2f-09f9-6462-eb68799c9de4
Q16194212	RepMoolenaar	Q16194212-ED5F180D-C2E5-4454-8D6C-F830BB1D7A09
Q16195097	GwenGrahamFL	Q16195097-1d6cc012-4e2c-09c2-0f2e-1fb05bfd559a
Q16195304	reprussell	Q16195304-DA3B6FCF-5060-4A78-9248-C6A192A4E9A3
Q16196017	DrTedros.Official	Q16196017-085B65F7-8447-4EF6-A2C6-C3EA2568780B
Q16196595	dougmcmillon	Q16196595-41F89616-75AA-4454-93B1-642EA357C29E
Q16196834	RepMikeBishop	Q16196834-730A21DB-6A18-4E5D-A978-4773882F4022
Q16197299	repmarktakai	Q16197299-FAB0FA3D-7407-46DD-8716-CA67CAED8B2F
Q16197421	RepWesterman	Q16197421-6F4F72C4-639B-4B67-8F6B-886186F4E3E1
