?qid	?target_col	?target_col_guid
Q103782254	1956-04-30T00:00:00Z	Q103782254-93926074-4996-de50-35a8-773e703b27dd
Q103801729	1977-02-07T00:00:00Z	Q103801729-783a08d7-4ba1-081a-c6ad-97c6a487c02c
Q103850475	1965-09-11T00:00:00Z	Q103850475-c4fae055-9c09-45bc-9730-c560da623f42
Q10390	1936-08-29T00:00:00Z	q10390-AF031A84-8F36-41B7-A961-70C13D72FDE8
Q10393899	1955-01-07T00:00:00Z	Q10393899-BC981232-A02A-4FD9-8D29-382AE3D68A7A
Q103941992	1981-08-20T00:00:00Z	Q103941992-b7db3833-44de-7d54-ff60-037b1b7a8faf
Q1040310	1925-08-11T00:00:00Z	Q1040310-4611D045-3570-41E1-AE6B-331BD67A9246
Q104049	1927-02-20T00:00:00Z	q104049-EDFD7D6A-B53F-423E-862B-4DF3E86A0CF0
Q104076331	1974-01-01T00:00:00Z	Q104076331-484f9f07-9656-44ae-8083-8d8035bf0281
Q104076331	1974-03-18T00:00:00Z	Q104076331-f1cd0bc4-4681-098a-d336-ced0e32ff049
Q104148369	1989-05-04T00:00:00Z	Q104148369-b05f8756-a1a6-4816-b745-a9eeb704d693
Q104176273	1934-01-01T00:00:00Z	Q104176273-7BC38E44-7B5B-4030-AD4B-6327A8629E5D
Q104176273	1934-02-08T00:00:00Z	Q104176273-1695c126-41c1-4605-8f79-4bec06d776e4
Q104224230	1976-08-06T00:00:00Z	Q104224230-69f89dd1-4b12-98eb-e53d-fd81a54d7a43
Q104236579	1928-01-01T00:00:00Z	Q104236579-ebb7dc2c-44ce-8f5a-005a-09c161efbdd8
Q104236579	1930-10-24T00:00:00Z	Q104236579-141ee82e-4021-24fb-a9b9-94cde2f64f6d
Q104244043	1975-07-11T00:00:00Z	Q104244043-1fff7dab-2796-4746-b9ca-a928e1847411
Q1043079	1922-05-05T00:00:00Z	Q1043079-3971DD4F-D245-422E-94EB-BF6632DABCD2
Q1044155	1942-01-14T00:00:00Z	Q1044155-9F4FE381-65EC-43FF-B900-3013CCEA4A92
Q1044169	1945-11-09T00:00:00Z	Q1044169-A87C457A-B8D8-4FF5-90EC-7AA01B156390
Q104438585	1961-12-06T00:00:00Z	Q104438585-e9af7317-42c7-7fec-200e-cf84fa0a576e
Q104450417	1975-01-01T00:00:00Z	Q104450417-73bd9b41-c153-429e-80e2-ecfa9fec6e49
Q104450417	1975-08-30T00:00:00Z	Q104450417-015783E3-659A-4FCE-8B29-CDF47C46231A
Q1045188	1937-07-07T00:00:00Z	Q1045188-11259AAD-69BF-4589-9711-8A59B6EE1E6D
Q1045798	1974-02-27T00:00:00Z	Q1045798-913AF79A-5D6C-4D73-BB1D-96CD2908545F
Q104587353	1970-09-25T00:00:00Z	Q104587353-b86978e3-4f8c-d882-2555-57ee41c1d0f8
Q104622	1979-02-07T00:00:00Z	Q104622-757B8C31-3FAD-436B-AFAD-198132451A1C
Q104630697	1900-01-01T00:00:00Z	Q104630697-8F76FC92-47BA-4CC5-B408-255257BC82B6
Q104642325	1953-01-01T00:00:00Z	Q104642325-a0e93632-8492-491d-9b8f-1a41086ade96
Q104648170	1980-10-10T00:00:00Z	Q104648170-301c0ff5-202a-4fe4-b2bd-a4bb1d8679d5
Q104690630	1967-01-01T00:00:00Z	Q104690630-1a3376d9-5802-4337-a23f-0f26cd134831
Q104705928	1937-01-01T00:00:00Z	Q104705928-62CF0CA1-7BDA-41D4-91F7-74BCD8F900EF
Q1047146	1966-01-12T00:00:00Z	Q1047146-29F45D03-A0AE-498C-8153-086A1BFE9549
Q104717188	1970-01-01T00:00:00Z	Q104717188-6813f72f-498e-9a6a-663f-91dc1f8323e6
Q104717188	1971-01-01T00:00:00Z	Q104717188-4b9e4e78-4587-213f-9156-1183cf50de6c
Q104718940	1978-05-10T00:00:00Z	Q104718940-213f963c-4663-f132-edcc-af400ea3fca1
Q104720641	1950-07-11T00:00:00Z	Q104720641-ff9d4361-48fc-fb5d-9f9f-58158ae28635
Q1047230	1932-04-27T00:00:00Z	q1047230-71E87404-0B79-43D6-8BD9-024518C31777
Q104735453	1963-05-13T00:00:00Z	Q104735453-ff863844-482d-cf83-c3c8-8603cc1bd08d
Q104783603	1984-08-26T00:00:00Z	Q104783603-3e33ebf5-4a18-e3ec-6e94-bf2584754dca
Q104791	1950-11-28T00:00:00Z	q104791-A1C3B894-5AEB-43F5-8961-927F62C12AE7
Q1048182	1926-12-06T00:00:00Z	Q1048182-64A415CD-8965-4911-957D-5E8180A9D68E
Q104835199	1977-08-29T00:00:00Z	Q104835199-1980eb26-4efa-2e06-780c-23f392644485
Q104856400	1964-02-11T00:00:00Z	Q104856400-c5bedecc-44ac-2e89-b252-516a4db10d94
Q104857238	2000-01-01T00:00:00Z	Q104857238-00f9dd6a-433e-def8-3417-9846c9dbaeb6
Q104867920	1956-01-01T00:00:00Z	Q104867920-48DA8EAC-0B0E-4FA9-BAAD-AC22EAB730D0
Q104867920	1956-10-04T00:00:00Z	Q104867920-fbac7d1e-46d7-dee9-7dff-72073efd47b3
Q104894795	1955-01-01T00:00:00Z	Q104894795-6490cf04-4dd3-442d-b9d8-595bb8779ded
Q1049643	1963-09-01T00:00:00Z	Q1049643-418E6A71-9A32-44F3-AC66-8469778B4B67
Q105044605	1955-01-01T00:00:00Z	Q105044605-23740fb1-3bb3-48ec-a9e4-f98f1a7ae50d
Q105044605	1955-04-26T00:00:00Z	Q105044605-86f8c342-4ed5-742d-7d6c-963e89550d9f
Q105061782	1970-01-24T00:00:00Z	Q105061782-5c431f8e-2c51-4357-a51a-580b91a23afa
Q105103645	1933-01-01T00:00:00Z	Q105103645-91F38E29-0B37-4CDF-AD7C-60D4DF992EE9
Q105142115	1928-01-01T00:00:00Z	Q105142115-b354f209-46a4-f54d-97a4-e20060e44b3e
Q105142375	1953-01-01T00:00:00Z	Q105142375-79408ead-429c-27df-e7b8-fbaa10554fc8
Q105167	1947-04-12T00:00:00Z	q105167-F81E1F80-C927-4EC3-AA59-D4648A44E7CA
Q1052306	1924-09-30T00:00:00Z	q1052306-FF2C0D61-CBA6-499A-8D70-4D6762FA6D10
Q105425617	1948-01-01T00:00:00Z	Q105425617-da27fc97-4b91-98b7-0319-755587b97603
Q105448418	2001-03-22T00:00:00Z	Q105448418-ae8a0a5d-ff95-4d4c-be5f-2b7500fc03c2
Q105459066	1971-01-01T00:00:00Z	Q105459066-d4dc37bc-44dc-38e7-003c-b5d35ccc9874
Q105460	1943-12-31T00:00:00Z	q105460-DAED9E71-BC07-4B16-AC91-EA0CC7B399C3
Q105480	1924-01-01T00:00:00Z	Q105480-217BC816-CE40-4A30-933F-309776594E46
Q105480	1924-04-28T00:00:00Z	q105480-7C3A0368-B7A4-42CC-AD9E-517B2DF86D90
Q105667	1956-03-20T00:00:00Z	q105667-C153CAC6-4B31-49DD-A41B-84CB64E3C41F
Q1057418	1949-11-06T00:00:00Z	Q1057418-00F2D5A2-9FB3-4457-ADD5-9E40D8BC6234
Q105750350	1948-01-01T00:00:00Z	Q105750350-13f49701-41f5-5dee-7816-13401acb27ab
Q105756	1932-03-18T00:00:00Z	q105756-C5A71DC0-1587-4F75-8838-C8DB61D3F95E
Q1058	1950-09-17T00:00:00Z	Q1058-2690DA90-C8A8-43D9-8462-38DD3042B21B
Q105817	1947-10-24T00:00:00Z	q105817-BEC5AB6B-4F6F-42F1-939A-6E4014E61AF0
Q105840277	1941-01-01T00:00:00Z	Q105840277-695a5425-4ba6-ccd7-1a1c-e5eb6b558655
Q105865073	1940-05-24T00:00:00Z	Q105865073-3ee1dd41-48d3-883b-3abf-138c5aa93077
Q1059265	1956-11-21T00:00:00Z	Q1059265-58403A77-2D68-4B55-BA0F-37D66AC62636
Q1060181	1931-08-06T00:00:00Z	q1060181-5D253034-7139-4613-BE55-E1C1F18E5B8B
Q1060609	1957-07-31T00:00:00Z	Q1060609-6BD70721-C774-4A73-AC35-3987C2971116
Q106089241	1981-03-16T00:00:00Z	Q106089241-ca4d6a31-b272-485a-bdc5-0fbeae9ed8ca
Q106193	1963-12-26T00:00:00Z	q106193-C4EA6367-6BFE-434B-947F-B4C54F231413
Q106235	1927-03-21T00:00:00Z	q106235-0DA8B842-E1E4-441D-846F-1610C220DF96
Q106287238	1979-01-01T00:00:00Z	Q106287238-293149af-9d5f-4dfc-804a-78dcd32caa05
Q106315139	1960-09-22T00:00:00Z	Q106315139-23b42d67-f86b-48ba-8c44-7b37bcf72bcd
Q106316982	1944-01-01T00:00:00Z	Q106316982-EC4FD3AD-4992-41F1-A632-1007F20DA528
Q1063677	1952-01-08T00:00:00Z	Q1063677-4EA959E2-4285-4132-823C-02479A5AC29C
Q1063859	1928-10-31T00:00:00Z	Q1063859-B2AFD7BA-A9BC-4229-85D8-0EB5109D705B
Q106399446	1971-09-06T00:00:00Z	Q106399446-C600A157-0165-4B52-9720-2F52C5E3CA40
Q1064244	1910-12-02T00:00:00Z	q1064244-33A80BB4-9C31-4F5D-A253-AEF4B8C9A6B0
Q1064383	1939-07-01T00:00:00Z	Q1064383-99BE36B4-DFF1-4115-8D79-F1BDFE0D210A
Q1064457	1935-04-15T00:00:00Z	Q1064457-40F232F6-75BF-4E8A-B981-A67428E2BFEA
Q1064593	1939-08-10T00:00:00Z	q1064593-9E870B30-C268-4494-8786-C9B6D1F47580
Q106465	1955-02-08T00:00:00Z	q106465-23A09694-5BC0-439D-BD48-CBA48A66F26F
Q1064692	1919-09-27T00:00:00Z	q1064692-511E82EE-1D54-4C06-B737-C752017DAB17
Q1064695	1941-01-21T00:00:00Z	Q1064695-9F8D8ABE-DA6C-4741-907F-03914B4FF1E3
Q1064695	1941-01-23T00:00:00Z	Q1064695-8863966a-625b-447a-917d-86f60d732435
Q1064774	1918-02-17T00:00:00Z	Q1064774-822BA6F8-2170-44F0-AF6B-E94B07CC5ED3
Q10648	1951-02-20T00:00:00Z	q10648-3EF0A933-CB2C-4C39-9EE0-A126B5FE7508
Q106481340	1982-12-14T00:00:00Z	Q106481340-95598001-4bef-9cb8-faaa-1b34520ce077
Q106490056	1943-01-01T00:00:00Z	Q106490056-dd67e66c-4bbd-2c4e-3348-834d903193a8
Q106513	1923-07-03T00:00:00Z	Q106513-91550F74-BD17-4412-B671-609F4068D2C1
Q10652	1954-12-31T00:00:00Z	Q10652-DE3C2134-4BD0-45D3-8E2C-160FA33F45B7
Q1065216	1950-03-13T00:00:00Z	q1065216-080A266A-D9A1-44C0-8B19-65482B74D4C9
Q106522145	1988-11-13T00:00:00Z	Q106522145-e94b1fa8-4c50-0469-fdad-7136922af2df
Q106522145	1989-01-01T00:00:00Z	Q106522145-739511e8-bca4-440f-9e66-04555510fcf0
Q106529099	1980-02-01T00:00:00Z	Q106529099-da049ab7-4f97-7192-b1c2-80f7487fe8f4
Q106534716	1967-01-01T00:00:00Z	Q106534716-7f83f171-47dc-d7f2-e81c-1412a6f01e30
Q106540517	1939-01-01T00:00:00Z	Q106540517-ADC4D732-3DD7-487E-A3B3-A947A1BE8BDA
Q106540517	1939-06-22T00:00:00Z	Q106540517-17DD88E7-10E4-4D60-BD72-1A01C1DDDECF
Q106543540	1992-03-05T00:00:00Z	Q106543540-e04bf521-44b6-9487-395d-0cd06b5ccd6a
Q106543540	1992-03-06T00:00:00Z	Q106543540-312b96db-bdf4-458d-9b6f-f8d3e65e4f73
Q1065595	1943-01-08T00:00:00Z	Q1065595-DDD836A8-19C4-408C-AC70-8D7A5B3E2F5A
Q1065683	1927-01-03T00:00:00Z	Q1065683-49C25533-F876-412F-B3BA-E6545AF6302B
Q106570273	1966-07-20T00:00:00Z	Q106570273-EB7A56EF-8C57-429D-BC5A-6371A4664A0D
Q1065727	1941-03-27T00:00:00Z	Q1065727-5BF9A1FA-4C0B-4C38-84F8-6600EA183492
Q1065931	1942-06-29T00:00:00Z	Q1065931-3EA0EAD7-E553-483A-9813-3038D8960C02
Q1065951	1939-08-01T00:00:00Z	Q1065951-6B0A98A1-05D3-46DF-8463-B1C61EF41E3D
Q1066931	1951-07-18T00:00:00Z	Q1066931-0765DC0B-8AED-4EFC-AF1C-7FD9CD72AD9D
Q106694209	1957-01-01T00:00:00Z	Q106694209-4b844292-40f9-b76f-5d80-a9b5c87034a4
Q106804665	1965-06-07T00:00:00Z	Q106804665-4583a759-42ec-8154-ad1e-b67039191050
Q106900901	1957-09-14T00:00:00Z	Q106900901-034dd19d-4f4a-4128-a162-10fb08214867
Q106997	1958-11-22T00:00:00Z	q106997-B5BB3E29-0670-4AC7-8E8D-83623ED37E4E
Q1070268	1969-06-14T00:00:00Z	Q1070268-164B4960-FCB6-4461-BB64-E78E71170238
Q107037	1972-02-01T00:00:00Z	q107037-E48E6E86-0917-43B6-AD70-83C25CD47BCB
Q1070716	1948-04-14T00:00:00Z	Q1070716-8C82CBAE-D7EC-41A6-8B0A-A5BFF7424F84
Q107113613	1949-01-01T00:00:00Z	Q107113613-114fa70f-4677-3021-bad5-5dfb384a6ccd
Q107113613	1949-02-23T00:00:00Z	Q107113613-c75dd3cf-4eae-1617-5b6d-97ef509c735b
Q10711435	1920-08-26T00:00:00Z	Q10711435-629DA6A0-CFAC-4FF0-AD52-85EB5034BEC0
Q107168591	1982-01-01T00:00:00Z	Q107168591-3a79f26c-0c85-40cc-80f4-606ecc70b324
Q1071782	1928-08-17T00:00:00Z	Q1071782-0d4e9082-c661-4a72-a26a-7abb3f546b61
Q1071782	1928-11-30T00:00:00Z	q1071782-9DAE3A2B-C707-4DB2-B322-453DAF0337C6
Q107296262	1942-01-01T00:00:00Z	Q107296262-c3e8c653-4a7a-9fbd-03c1-e627e6231c29
Q107296262	1942-02-01T00:00:00Z	Q107296262-9cb1e168-482f-957c-baff-f6ef8c1317f9
Q107299118	1982-11-18T00:00:00Z	Q107299118-2fec83b4-47c3-438a-72b3-d6d9fdaa4841
Q107380068	1965-01-13T00:00:00Z	Q107380068-36edd297-ec2f-4782-ba03-3aecdb151070
Q107380107	1972-01-01T00:00:00Z	Q107380107-d7258fa3-b608-4b5e-acfd-dd62c4da3655
Q107389111	1950-03-15T00:00:00Z	Q107389111-f31aebc0-44c2-a574-4bb1-ee6b252a423e
Q1074506	1959-12-29T00:00:00Z	Q1074506-71A3787B-7AA5-4613-A661-90FF5C0623E7
Q1074614	1980-10-23T00:00:00Z	Q1074614-d6ce68d9-73b5-4ce1-a8af-62e226bef92f
Q1074614	1980-12-23T00:00:00Z	Q1074614-292C0CE5-9BE4-4BFB-86B6-2BE48042A218
Q107525181	1938-01-01T00:00:00Z	Q107525181-0f0a0910-ce14-41d5-9664-56a60e81fd18
Q107570061	1942-03-28T00:00:00Z	Q107570061-99ce84e0-f593-4bd6-8df4-ed136d71ff67
Q1076090	1974-10-09T00:00:00Z	Q1076090-E55889F2-D3F4-4A08-A136-6F162FCE6D8A
Q107610092	1973-07-30T00:00:00Z	Q107610092-f96bb6b5-4876-9433-0624-806ebdf427eb
Q107667	1930-09-24T00:00:00Z	q107667-9446ADF2-96D9-46D6-B51D-C197F61505FE
Q1076935	1966-12-27T00:00:00Z	q1076935-C0ABFAA2-3A21-4B54-8C3C-C519A261D527
Q1076962	1959-08-29T00:00:00Z	q1076962-afad60e0-4f02-211d-5175-c8424a47ea30
Q1076991	1959-11-23T00:00:00Z	Q1076991-B321F8A3-E6F5-471F-9837-6FD0F8C61ED3
Q1077115	1961-09-01T00:00:00Z	Q1077115-0FEA244B-17BB-4A09-BE87-D2AB08B8F6AD
Q1077380	1960-01-05T00:00:00Z	q1077380-DBD0A9F2-2589-44FA-B3EC-668D37E9E4B4
Q1077474	1964-04-01T00:00:00Z	Q1077474-8CAB6054-5086-44B7-8A69-E6652C4AEF26
Q1077594	1973-08-03T00:00:00Z	Q1077594-6400032A-DBD5-488F-9C84-8E5037ECA871
Q1077819	1959-01-10T00:00:00Z	q1077819-9861DB35-D671-42C3-B9A3-70134F262C7A
Q107863952	1975-06-24T00:00:00Z	Q107863952-9d7a6a3a-4e35-4b2b-b561-51095351715a
Q107957	1924-12-02T00:00:00Z	q107957-ED4DD816-5056-4E71-A9AE-B92814A42C4F
Q108010312	1971-03-13T00:00:00Z	Q108010312-c37bb534-4e90-088a-fca6-cb648100283a
Q1081144	1964-09-24T00:00:00Z	q1081144-58400C07-CF4A-4C50-97C2-277D0590FE80
Q1081317	2000-01-01T00:00:00Z	Q1081317-14740FAF-DD6E-4AF2-85F0-1DBEF9F9BFD4
Q108146377	1958-01-01T00:00:00Z	Q108146377-917673B8-1DE6-45E1-A0BB-2CA45753B42F
Q108366	1916-04-05T00:00:00Z	q108366-A6F9547F-2C51-4A34-ABE9-FBE84D3F4193
Q10853588	1964-10-20T00:00:00Z	Q10853588-BFD2962D-BD0D-4534-8D34-6781258A0F46
Q108540232	1982-01-01T00:00:00Z	Q108540232-d5e24d7e-2505-4b35-b3de-8ef1452b9f11
Q10857432	1967-12-25T00:00:00Z	Q10857432-3A8AD019-F4C8-4399-866E-FE57A0916B84
Q10858594	1964-01-01T00:00:00Z	Q10858594-04529E94-CDAF-4DE1-A882-53024184C9B1
Q10860037	1954-01-01T00:00:00Z	Q10860037-BBBB7F80-F287-4FB7-A8BC-12C7FF5B84EB
Q108634	1958-09-29T00:00:00Z	q108634-0F9CF899-7006-45AB-99F7-AAE4893AF632
Q1086484	1941-07-23T00:00:00Z	Q1086484-4C4A0B65-51C0-4598-801F-E9BE3824AA87
Q1086549	1952-09-28T00:00:00Z	Q1086549-72B54251-FA0C-4C89-849A-42CB6DD9CA59
Q1086549	1952-12-24T00:00:00Z	Q1086549-30738E84-98BC-40CC-A72B-F0065AF5CBD3
Q10869229	1936-03-23T00:00:00Z	Q10869229-5D216B94-846C-4E14-A89C-75F1535737CE
Q1086964	1945-10-18T00:00:00Z	q1086964-33427A20-5554-450D-BA63-0A77D9DB1C87
Q108793477	1980-01-01T00:00:00Z	Q108793477-ce5d2b43-4965-4ab9-6615-c9f068961398
Q108886	1935-07-03T00:00:00Z	q108886-A01FD5CC-39B1-48A7-A53F-0A2C4E252C0A
Q108897906	1940-10-09T00:00:00Z	Q108897906-6639a1e3-886f-4ff0-9028-262172039f71
Q1089112	1942-12-02T00:00:00Z	Q1089112-CEC9F07F-EF84-484F-9C1D-B11AB4E9E0DB
Q1089199	1972-04-08T00:00:00Z	Q1089199-0991B5FC-CDC5-45F8-A2D6-20AC9A88B6E4
Q108935	1953-02-08T00:00:00Z	q108935-6B4184D8-1679-44C1-9256-53130BC1A317
Q109363072	1948-01-01T00:00:00Z	Q109363072-fbad312f-4fb3-3145-6b1f-d65629984bf4
Q109363072	1948-06-21T00:00:00Z	Q109363072-0c34fe66-4dfe-6214-c219-c6456338db27
Q1094348	1949-06-28T00:00:00Z	Q1094348-A776DE13-E85C-4509-B921-06696637CF98
Q1094716	1918-11-22T00:00:00Z	Q1094716-122C7188-C868-4BD1-8019-4F6FBC516551
Q1094733	1921-12-05T00:00:00Z	Q1094733-AC2F4B27-638A-414D-8D60-D90B767AE302
Q10949678	1949-05-11T00:00:00Z	Q10949678-9D0E81E7-8CCE-4701-8AAF-88B287D34BAD
Q109557910	1935-01-01T00:00:00Z	Q109557910-9B53B56C-D78E-47CD-B3A1-02D661206C9A
Q109560948	1979-01-25T00:00:00Z	Q109560948-37f75e02-4a0c-4e49-2081-8e5f13e6a6db
Q1095680	1940-04-10T00:00:00Z	Q1095680-CCDC07D0-32D2-413F-B0F5-46B6F5080A3A
Q109570	1940-04-29T00:00:00Z	q109570-4D7526AD-A818-4521-BD2B-7825AD27E54B
Q1096809	1940-06-29T00:00:00Z	Q1096809-6D8C6D69-9A95-4213-ACAC-D49817D8531B
Q109829413	1944-08-05T00:00:00Z	Q109829413-cbcd543f-4811-38f4-0075-31f978aa514b
Q10985702	1973-11-01T00:00:00Z	Q10985702-B20EF228-78E5-4C01-8710-4C990CC2920D
Q1100451	1962-11-22T00:00:00Z	Q1100451-63BEE3CC-7332-4894-82EA-C650A5BCE16E
Q1100609	1957-12-30T00:00:00Z	q1100609-F2C4C732-7B51-48AA-8B7B-3974D69099C9
Q1100647	1948-01-30T00:00:00Z	Q1100647-32A7FAD7-2E46-4A9C-A6B9-017F2DC31EB0
Q1100710	1951-02-09T00:00:00Z	q1100710-7E6B7FFE-9F33-4A8A-8F26-2806950D26B0
Q1100946	1949-04-16T00:00:00Z	Q1100946-91D35585-24A8-4662-8126-372380C1152C
Q110124318	1959-06-11T00:00:00Z	Q110124318-5e54e8c4-b0ce-4548-b5d9-cc76992b8329
Q1101388	1926-09-13T00:00:00Z	Q1101388-ACD85792-9B38-45F0-848D-A4C7F905B4FA
Q110154	1937-04-20T00:00:00Z	q110154-1F84054D-7CA2-4302-B806-38CA6852FFCE
Q110249897	1974-01-01T00:00:00Z	Q110249897-04ef8b46-42cd-bfdf-5be8-4814e6826712
Q110281358	1939-07-27T00:00:00Z	Q110281358-8E7D44A9-49ED-4A4F-94B6-684FC8390E77
Q1103701	1941-01-01T00:00:00Z	Q1103701-7BCAC6FD-6936-4422-ABA7-8BF60A475954
Q110434665	1981-11-13T00:00:00Z	Q110434665-743dd3c0-4ebf-6504-81ee-b425427c92a3
Q110436	1971-07-17T00:00:00Z	q110436-829FB476-76E7-478F-AF9E-82B2449004E3
Q110510347	1947-10-29T00:00:00Z	Q110510347-4a25d909-40d4-9f17-d08c-ee86718c27e3
Q110526331	1981-12-18T00:00:00Z	Q110526331-3ed277a2-40fe-dc90-343a-22626ece3454
